id,price,nebenkosten,kaltmiete,location_postalCode,location_cityName,location_street,roomSize,description
1008516,12.7778,95,135,9130,Chemnitz Sonnenberg,Fürstenstraße,18,Ihr bekommt eine großes helles Zimmer auf Wunsch mit Couch und Bett.Die offene Wohnküche mit stilvoller Sitz- und Essecke machen ein echt angenehmes Flair. Der Balkon hat den ganzen Tag Sonne. Eure Mitbewohnerin istdas auch - eine Sonne.Einkaufsmöglichkeiten sind genau vor der Haustür sowohl auch ÖV. UNInah (Strana 10min zu Fuß) und 10min zur City bzw. 10min mit Auto zum UNI-Teil Reichenhainer Str..
1008518,9.6154,0,250,10247,Berlin Friedrichshain,Mainzer Straße,26,Suche für einen Monat eine/n ZwischenmieterIn. Bin jederzeiterreichbar unter der angegebenen Telefonnummer.
1008507,45.0000,70,470,81249,München Aubing-Lochhausen-Langwied,Hufschmiedstr.,12,"Hallo,zum 1.6.2022 wird in unserer Haus-WG ein schönes helles möbliertes Zimmer mit ca. 12 qm mit eigenem Badezimmer frei. Das Zimmer ist möbliert mit einem Bett, Schrank, Tisch und Stuhl und Regal. Komplett neu renoviert - schöner Parkettboden, neue Fenster mit elektrischen Rolläden. Es kostet inkl. aller NK (Strom, Wasser, Internet, Heizung, Rundfunkbeitrag) 540 Euro. Einmalig ist eine Möblierungspauschale in Höhe von 65 Euro zu bezahlen.Unser Haus befindet sich im Münchner Westen, nur 5 Gehminuten von der S-Bahnstation Lochhausen (S-Bahn fährt morgens und nachmittags im 10-Min.Takt) und dem Expressbus X 80 fährt man in 15 Minuten zum Moosacher Bahnhof (U-Bahn). Zur Innenstadt Hauptbahnhof oder Marienplatz braucht man ca. 15 - 20 Minuten.Im Haus gibt es eine gemütliche gut ausgestattete Wohnküche, Waschmaschine und Wäschetrockner (gegen geringe Gebühr)im Waschkeller. Außerhalb vom Haus gibt es eine Sitzecke zum Grillen und einen überdachten Fahrrad- und Wäscheunterstand.Wer gerne naturnah wohnen möchte (3 Badeseen in 10 Fahrradmin. erreichbar, Aubinger Lohe (Wald) und trotzdem in kurzer Zeit in der Innenstadt sein möchte wird sich bei uns bestimmt sehr wohl fühlen.Die Mitbewohner sind z. B. Umweltingenieursstudent, Informatikstudentin, Medieninformatikstudentin, 2 x Tiermedizinstudentinnen also eine tolle bunte Mischung. Wir sind eine Nichtraucher-WG und bevorzugen auch Mitbewohner/innen die nicht rauchen.Gerne können wir einen Besichtigungstermin vereinbaren.Ich bin die Vermieterin und wohne in der Nähe.Viele liebe GrüßeDoris5 Gehmin. zur S-Bahn S 3 (Innenraum), morgens und nachmittags fährt diese im 10-Min.Takt.Der Bus X80 zum Moosacher Bahnhof ist ebenfalls 5 Gehmin. vom Haus entfernt.ruhige ordentliche Nichtraucher-WG mit funktionierenden Putzplan. Gerne wird gegrillt!"
2000383,16.2500,75,185,28879,Bremen BremerLand,Meinershauser Str.,16,"Unsere Land-WG Oase sucht 2 neue Mitbewohner/innen ab 01.Juni (evtl. auch früher möglich)!Nach Bremen sind es mit dem Auto oder Expressbus 30 min, zur Uni 20 min. Zum Bus sind es knapp 5 km, nach Bremen-Zentrum 25 km, welche gut mit dem Rad zurückgelegt werden können. Gute Einkaufsmöglichkeiten in der Nähe (6km).Die WG besteht aus Berufstätigen und Studenten. Es handelt sich um ein altes Bauernhaus, welches liebevoll saniert wurde. In jederEtage sind 3 Zimmer belegt, alles ist sehr weitläufig, dazu eine große gemeinsame Wohnküche und jede Etage hat ein eigenes Bad. Haustiere (Hunde) sind sehr gut möglich. ...sehr idyllisch und ruhig....wir haben viel Grün, Garten mit und ohne Gemüse, ein kleines Wäldchen, eine Werkstatt, Katzen, Hühner und Lagerfeuerstelle zum gemütlichen beisammen sein.....bis dann..tel.0420889701 (AB, falls grad niemand da ist, rufen wir zurück!) oder gerne auch per mail."
2000387,25.0000,50,300,80337,München Ludwigsvorstadt-Isarvorstadt,Waltherstr.,14,"Hallo,ich fahre ab Mitte März für einen Monat weg, wer sucht ein Zimmer? Im Angebot ist ein gemütliches 14qm-Zimmer in einer sehr netten 2er-WG. Das Zimmer ist komplett möbliert. In der Küche steht auch ein Sofa und es ist genug Platz zum Kochen, Essen und Quatschen. Das Bad ist neu saniert worden bevor wir eingezogen sind und hat Wanne und Fenster. Waschmaschine und Trockner sind im Keller. In der Wohnungwird nicht geraucht.Die Wohnung liegt sehr zentral am Goetheplatz. Zur U3/U6 und zum Bus 58 sind es nur 200m, die Isar und das Glockenbachviertel mit vielen Cafés, Clubs und kleinen Läden sind in 10 min zu Fuss zu erreichen.Mein Mitbewohner ist 27J., macht gerade seine Dr-Arbeit fertig eher ruhig und sehr umgänglich und unkompliziert. Kochen und putzen kann er beides persönlich:)Wenn Du Interesse hast, meld Dich! Gesine"
3000143,21.2500,50,205,12051,Berlin Neukölln,Silbersteinstraße,12,"Wir laden gegebenenfalls heute noch ein. Also am besten schnell eine Mail mit Handynunmmer schicken.Hey,wir suchen eine Mitbewohnerin für unsere WG in Neukölln. Das Zimmer ist ca. 12 m² groß, wir haben eine riesen Wohnküche und einen riesigen Balkon. Mehr Details kommen morgen. Ach ja, ich heiße übrigens Kolja, bin 26 Jahre alt und Sozialpädagoge. Bin grad frisch aus Münster nach Berlin gezogen und habe grad angefangen zu arbeiten. Ich hör gerne viel Musik, spiele selber ab und zu Gitarre oder Cajon, gehe gerne feiern (am liebstenelektronisch) und mache gerne Sport. Alles weitere beim kennenlernen. Dein anderer Mitbewohner heißt Gilbert und ist 25 Jahre alt, studiert in Eberswalde International Business, macht Yoga und tanzt zum fit bleiben.Auch hier alles weitere später. Wenn du Interesse hast, dann schreibe uns eine kurze Mail mit folgenden Angaben:- alles was du zu dir sagen möchtest - Beruf- welche Unterlagen sind bereits vorhanden (Schufa (<a href=""/bonitaetscheck.html?utm_campaign=schufa&utm_source=offer_detail_text"" class=""schufa_link"" target=""_blank"">jetzt beantragen</a>) , Mietschuldenfreiheitsbescheinigung, Einkommensnachweis bzw. Arbeitsvertrag, bürgschaft) - Einzug ab wann genau- Telefonnummer, damit ich mich melden kannBeste Grüße,Kolja und Gilbert"
1008524,10.8696,150,100,35396,Gießen Wieseck,Gießener Str.,23,"Im Moment alles im Umbruch, deshalb ruf docham besten einfach mal an."
3000156,12.5000,0,250,28203,Bremen Ostertor,Beim Steinernen Kreuz,20,Wir suchen eine neue Mitbewohnerin!ab 25Jahren!! für ein helles 20qmgroßes Zimmer.Kontakt bitte an die Mailadresse:
2000417,16.6667,0,350,48147,Münster Kreuzviertel,Martin-Luther-Straße,21,Schöne ruhige und grosse Wohnung am Park!WG-Zimmer auch zur Zwischen-Mietemöglich!Bewerbungen und Bild bitte per Email!
2000388,17.5294,85,213,81927,München Bogenhausen,Stolzingstrasse,17,"Hallo,Ich suche eine Mitbewohnerin zur Untermiete im Alter von ca. 20-43, Nichtraucherin, ab sofort bis zum 30.04.2010 in einer 2 er WG (59 m2) in Bogenhausen.Das Zimmer das Dich erwarten wird, ist sehr hell, 17 m2 groß, Laminatboden, teilmöbliert.Es gibt eine Spülmaschiene, Waschmaschiene, Telefon (Flatrate auf Festnetz und O²) und Fernseh/Kabelanschluß, Fußbodenheizung, Badewanne, Aufzug, Garten und einen riesen Balkon. Das Cosimabad und Fitnesstudio sind nur 5-7 Minuten zu Fuß entfernt. Es bestehen gute Verkehrsverbindungen (Arabellapark). Einkaufsmöglichkeiten, Apotheke, Optiker, italienisches Restaurant befinden sich zu Fuß in guter Nähe.DerFideliopark ist 5 Minuten zu Fuß entfernt, also ideal zum Joggen. Die Nachbarschaft ist sehr nett.Die Warmmiete beträgt 285 €, eine Kaution für 2 Monate ist zu zahlen.Deeine Mitbewohnerin (Patricia) ist 36 Jahre alt, Nichtraucherin, ungarischer Abstammung. Sie ist ordentlich aber nicht fanatisch ordentlich und vom geselligen Charakter sowie recht easy going. Da sie morgens öfters früher aufstehen muss, darf es nicht allzu laut sein. Wenn du Interesse hast melde dich schnell und wir machen einen Besichtigungstermin aus! :)Liebe GrüsseMandye-mail an: Tel: ----/-------"
2000390,5.5556,0,100,12045,Berlin Neukölln,Sonnenallee,18,"Hallo,wir vermieten unser komplett eingerichtetes, wunderschönes Zimmer,voller Sonne, im Dachgeschoss, mit tollen schrägen,super Ausblick und perfekter Lage,für genau eine Woche.Solltet ihr gerade Urlaub machen in Berlin, oder einfach nur untertauchen wollen, seid ihr hier richtig!Das Zimmer ist, wie gesagt komplett möbliert, mit einem Doppelbett (ideal auch für ein Pärchen). Die komlette Wohnung ist ca. 90qm groß, hat neben einer riesen Wohnküche, ein Wohnzimmer miteiner Terasse.Ihr habt eine traumhafte Sicht, auf den Rathaus und den Rest der Welt:-). Perfekt und mitten im Kiez gelegen, an der Ecke zu der Fuldastr, habt ihr perfekte Verbindungen um schnell überallhinzufahren, oder bei uns im Kiez, durch Cafès,Antiquariate,Bars zu stöbern, oder direkt am Kanal entlang zuspazierenBei Interesse meldet euch per eMail, oder per SMS!Ich freu mich auf euch!Laura"
3000149,13.1579,100,150,44137,Dortmund Mitte,Rheinische Straße,19,"Hallo WG-Suchende,nach eigener langer erfolgloser WG-Suche, habe ich mich nun entschieden eine eigene WG zu gründen und bin daher auf der Suche nach einem/r geeigneten Mitbewohner/in. Eine tolle Wohnung (ca.62m²) habe ich bereits gefunden und bin nun auch schon so gut wie eingezogen. Die Lage ist wirklich super ( U-Bahn, Einkaufsmöglichkeiten direkt vor der Tür und bis zur Innenstadt sind es ca. 10 min. zu Fuß). Auch der Hauptbahnhoh ist nicht weit. Das Zimmer ist ca. 19m² groß, ziemlich quadratisch und hat keine Schrägen (optimal also). Außerdem gibt es eine geräumige Küche, einen kleinen Flur, ein Bad mit Dusche und fast alles renoviert. Momentan ist die Küche zwar noch provisorisch ausgestattet, allerdings habe ich bereits eine in Aussicht. Ansonsten wäre es natürlich auch nicht schlecht, wenn du etwas Hausrat besitzen würdest.Aber erstmal noch etwas über mich:Ich bin Kirsten, bin 20 und habe gerade an der TU angefangen Grundschullehramt zu studieren. Ein wirkliche rErsti bin ich allerdings nicht, da ich bereits 2 Semester Ökotrophologie in Gießen studiert habe. Persönlich bin ich eher von der ruhigeren Sorte und bin nicht jeden Abend auf einer anderen Party. Trozdem gehe ich auch gerne mal abends weg. Sportmäßig geh ich gerne schwimmenoder ab und zu auch mal joggen und bis vor kurzem habe ich auch Volleyball gespielt. Was genau Dortmund auf dem Gebiet alles zu bieten hat, habe ich allerdings noch nicht herausgefunden. Außerdem komme ich aus einer Großfamilie ( 4 Brüder u. 2 Hunde ) und bin doch recht ordentlich, weshalb ich mcih auf jeden Fall als WG-geegnet beschreiben würde. Ich finde es wichtig, dass man gerade bei einer 2er WG zusammen passt und suche daher jemanden, der auch an keiner Zweck-WG interresiert ist. Mir wäre es wichtig, wenn man mal was zusammen unternimmt und die Küche auch wirklich als Gemeinschaftsraum nutzt. Du solltest am besten auch einen gewissen Sinn für Ordnung haben und vielleicht ähnliche Interessen, ansosnten bin ich natürlich auch offen für neue Dinge.Wenn du duch jetzt also angesprochen fühlst und der ewigen WG-Suche ein Ende machen willst, dann meld dich doch einfach bei mir. Da ich momentan noch probleme mit dem Internet habe, kann ich leider keine mails lesen. Ruft mich also am besten auf dem handy an )Bis dahin liebe Grüße KirstenSorry für den langen Text, aber ich denke, dass macht die Suche für mich und für euch einfacher )"
3000173,12.5000,0,300,10247,Berlin Friedrichshain,kreutzigerstr.,24,"24qm Zimmer in Friedrichshain zu vermieten. Du solltest WG- Erfahrung und Lust am gemeinsamen Wohnen haben, d.h. gemeinsam vegetarisch zu kochen, Wein oä. zu trinken, sich über politische Themen auszutauschen, gemeinsame Haushaltskasse nicht zwingend, gemeinsames Zeitungsabo wäre nett. Putzen sollte für dich auch kein Fremdwort sein. Die Heizung ist allerdings nicht komfortiös, denn du musst mit Kohlenheizen und das Schleppen in den 3.Stock ist manchmal nervig. Allerdings gibt es im Bad und in der Küche Gasgamatöfen und das Wasser wird glücklicherweise auch mit Gas erwärmt. Das Zimmer kostet ca. 300.-€ incl. Gas, Strom, Telefon und Internet und die Wohnung ist insgesamt 89qm groß. Wenn du Interesse hast melde dich bei"
2000418,14.4444,0,260,80939,München Schwabing-Freimann,Kieferngartenstr,18,"Also ich bin erstmal 1,5 Monate weg. Einziehen kann jeder Zeit sein aber ab 18.04 brauch ich mein Zimmer wieder, eventuell 2 Tage mehr wenn nötig.ca.150m zur U bahn KieferngartenU6Internet, Heizung, Wasser alles dabei,260€/Monat.3er WG in einem Studentenwohnheim. 4OG, Balkon Südseite. Geteilte Toilette+Dusche. Teilmöbiliert: Bett+Schreibtisch+Schrank+Lampe+2 Stühle.Am besten über e-mail erreichbar, bin ab morgen nicht mehr in Deutschland, aber meine Mitbewohner behalten meine Schlüssel.300€ Kaution"
1008526,10.0000,30,150,38302,WolfenbüttelCity (FH nah) ,Buchenweg,18,"Die Wohnung hat 3 Zimmer, 2 davon sind frei. Die Mietkosten werden pro Zimmer zwischen 180-220 Euroinkl aller Kosten. Über die Kontaktaufnahmen mit einer kurzen Vorstellung würde ich mich freuen."
2000398,23.5294,0,800,80796,München Schwabing-West,Clemensstr.,34,"Top renovierte Dachgeschoss-Altbauwohnung in Schwabing (Clemensstr.). Sehr begehrte Lage Nähe Hohenzollernplatz (U2, Tram 12/27), Olympia- und Luitpoldpark. Mit vielen Einkaufsmöglichkeiten, Restaurants, Bars und Cafés.Restauriertes Fischgrät-Eichenparkett.Zu vermieten: 2 Zimmer (34 qm) + 38 qm Gemeinschaftsfläche inkl. top eingerichteter und ausgestatteter, offener Küche, super Bad mit Dusche, Badewanne und 2Waschtischen sowie kleiner Dachterrasse! Gesamtfläche 106 qm.Rundum-glücklich Entertain Paket (TV/Internet- und Telefonflat). Mit sonstigen Nebenkosten Umlage ca. 100€ (kommen auf die Kaltmiete drauf). Geschirrspüler, Waschtrockner inkl. Ich: 28, wissenschaftlicher Mitarbeiter (TU München)Du: m/w ca. gleichen Alters, Nichtraucher, passend (am besten einfach mal vorbei kommen)."
3000157,22.2222,60,340,70178,Stuttgart Süd,Tübinger Strasse,18,"Hallo lieber WG-Interessent, in unserer 80m² großen 4-Zimmer-Wohnung bietet Dir unsere WG im Zeitraum vom 5.5.12 bis 31.09.12 ein 18m² großes Zimmer und ein chilliges 20m² großes Wohnzimmer. Alle Möbel und Küchengeräte dürfen sehr gerne benutzt werden. Ich freue mich auf Eure Anfragen und zeige Euch gerne unsere Wohnung.Liebe GrüßeDenisDie WG ist zu Fuß 15 Minutenvon der S-Bahnstation Stadtmitte und der Königstraße entfernt. Die näheste U-Bahnstation Marienplatz und die Zahnradbahn sind in einem 5-minütigen Fußweg erreichbar.Wir sind zwischen 21 und 23 Jahre jung, kochen sehr gern gemeinsam und sind immer offen und freundlich.Schickt mir bei Interesse eine E-Mail anoder ruft mich einfach unter der unten angegebenen Nummer an."
2000402,11.7647,0,200,25767,Heide TensbüttelnäheHeide,Siedlung,17,"Hallo ihr Lieben,ab sofort bieten wir euch unser helles, gemütliches Zimmer in unser offenen und unkomplizierten 3-er Wg.Von dem Zimmer hast du direkten Zugang zu einem klasse Balkon, auf dem du dann auch Rauchen kannst. Wie haben einen riesigen Garten, den du na klar mit nutzen kannst.Das Zimmer ist mit Möbeln ausgestattet, wenn du magst, dann kannst du auch deineeigenen Möbel mitbrigen. Tensbüttel liegt direkt neben der A 23, also eine super Anbindung für Pendler!!Haustiere sind erlaubt, mit der Voraussetzung, dass sie sich mit unserem Kater verstehen.Du möchtest dein Pferd mitbringen??Kein Problem, wir haben selber drei, die in unmittelbarer Nähe, auf einer riesigen Koppel stehen.Interesse? Dann melde dich doch einfach bei uns!!Wir freuen uns auf dich!!"
2000410,10.8333,30,230,44866,Bochum Wattenscheid,Hochstraße,24,"Also, ich habe jetzt 1 ½ Jahre hier gewohnt. hehe.. die WG besteht aus dir, Britta, Vanessa und Torsten. Lage is optimal, du kannst überall hin, direkt am August Bebel Platz und wenn du mit dem Zug wegwillst, der Bahnhof ist 5 Minuten entfernt. Also Bahn und Zug sind hier ebenfalls gut koordiniert. In der Hochstraße is eigentlich alles was man braucht. Bank, Supermarkt, Chinese Metzger, Dönerladen, Friseur, Apotheke, Zahnarzt. Man kannsagen, dass die WG etwas besonders ist, wir sind die einzige Wohnung in diesem rießigen Gebäude und können hier auch mal laut sein, wenns denn muss-)fein wäre es wenn du nen Typ zwichen 24-30 wärst. Die 3 Menschen hier sind ganz nette:-)Mein Studium ist vorbei und deswegen habe ich das Ruhrgebiet wieder verlassen. Ich habe euch mal die Nummer von Britta dagelassen-)Das Zimmer ist ab sofort!! beziehbar.lg der Jonas"
3000168,15.5556,30,250,28195,Bremen Bahnhofsvorstadt,Große Weidestraße,18,"Hallo ZimmerSuchende,ich hab mir vor einigen Tagen eine Wohnung direkt in der Stadt angeschaut.Die Vermieterin hat nun heute angerufen und möchte wohl die Wohnung an mich vermieten aber ich brauche bis nächste Woche noch zwei Mitbewohner für die WG Neugründung, die auch den Mietvertrag unterschreiben würden.Die Wohnung hat insgesamt 4 Schlafzimmer... 3 davon sind ungefähr gleich groß. (ca. 16-18m² schätze ich) und das 4. Zimmer ist ziemlich klein...das könnte man alsGemeinschaftsraum nutzen. Sonst findet man in der Wohnung:-Ein Bad ... nicht sehr groß aber ausreichend-Riesen Abstellraum-Küche... es wird wahrscheinlich eine neue Küche eingebaut zur Zeit hat die Wohnung keine EinbaukücheDie Wohnung wird jetzt den ganzen Monat über renoviert und ist ab dem 1.12 bezugsbereit.Die Wohnung befindet sich im 4.OG ... es gibtaber einen Aufzug. Die Warmmiete bei 3 Personen beträgt 700€Strom und Internet müssten wir selber klären.Ich schätze, dass dann jeder max. 300€ Miete zahlen müsste.Die Kaution wäre 2 Kaltsmieten wahrscheinlich. Zu mir kurz:Bin 23, Architekturstudent, lebe seit einem Jahr in Bremen.Da ich die Wohnung noch nicht 100% sicher habe, hab ich keinen Schlüssel aber habe nächste Woche Mittwoch dem 9.11.11 ab 14:00 Uhrdie Möglichkeit die Wohnung den WG Interessenten zu zeigen...und hoffe dass man bis Ende der nächsten Wochen alles geklärt hat.Da ich die Tage sehr viel zu unterwegs bin und arbeiten muss etc., bin ich telefonisch nicht gut erreichbar...ihr könnt mir einfach eine Email schreiben...paar Infos wären nicht schlecht. ()Dann hoffen wir mal, dass wir eine nette WG zustande bringen.GrüßeTamir"
2000429,17.6471,0,300,79110,Freiburg im Breisgau Stühlinger,Runzmattenweg,17,"Wegen eines kurzen Auslandsaufenthaltes steht mein Zimmer in Freiburg für knapp einen Monat zur Verfügung. Es wäre genügend Platz um auch ein paar Tage länger jemanden unterzubringen, falls das angegebene Datum nicht ganz passt. Das Zimmer ist möbliert und alles ist da was man braucht: Fernseher, Telefon, Internet, Radio und Co. Ich freue mich über Anfragen, gerne auch noch kurzfristig."
2000414,27.0000,0,270,22309,Hamburg Steilshoop,Gropiusring,10,"Eine Zweck WG seit 2004.In einer 4 Zimmer Wohnung, 2 mal Balkon und 2 mal WC.Verkehrsanbindung und Einkaufszentrum 100 Meter.Keine Putzpläne, da Putzfrau vorhanden und inkl. der Untermiete. Sie putzt ein mal die Woche 2 Stunden, zahle ich. Verbrauchsartikel: Küchentücher, WC Papier, Mülltüten usw. inkl.. Den Blödsinn wie in anderen WGs gibt es hier nicht, von wegen der hat nicht richtig geputzt und irgendwelche Kostenaufstellungen.Eigenes Zimmer muss selbst gereinigt werden. Alles dazu ist kostenlos vorhanden.Das klappt 1 A aus jahrelanger Erfahrung hier.TV, ausklappbares breites Schlafsofa und kleiner Hängekleiderschrank im Zimmer vorhanden. Das Klappsofa und das TV Gerät habe ich vor einem Jahr neu gekauft. Telefon und Flatrate Kabel im Zimmer. Mit Decoder sind über 200 TV Programme zu empfangen ( Glasfaser neu ). Nur wer braucht schon Thai TV usw. ? Normal ca. 60 Programme.Fahrstuhl neu, Balkon neu usw.. Die Genossenschaft hier tut was. Kein Altbau ! 3 Buslinien fast vor der Tür.Alles weitere dann persönlich anschauen.Leute ohne berufliche Aussichten die eine Unterkunft suchen, brauchen sich nicht zu melden. Sorry, schlechte Erfahrungen ( Drogen, Alkohol und unregelmässige Mietzahlungen ).Der Verbrauchvon Wasser und Strom sollte sich im normalem Rahmen bewegen. 10 Minuten am Tag duschen ist normal, 30 Minuten ist unfair uns gegenüber. Ich möchte die Nebenkosten mögl. gering halten, um die Miete gleich zu halten. Bei Rückzahlungen der Betriebskosten, werden die Untermieter daran beteiligt.Wochenendfahrer bekommen 20 Euro Rabatt p. Monat, sprich 250 Euro Untermiete.Besuch ist natürlich mal erlaubt. Es ist die normale Hausordnung einzuhalten bezüglich Lärm usw..Ich möchte noch mal deutlich sagen, es ist eine Zweck WG ! Sprich, es gibt keine gemeinsamen Aktionen. Natürlich grüssen wir uns und reden miteinander.Der neue Untermieter hat sein Zimmer und kann Küche und die beiden WC´s benutzen wann er will. Es gibt aber keine gemeinsamen Essen usw.. Leider scheinen dies viele nicht zu begreifen, oder sie verschicken Standartmails an alle.Wir sind derzeit Mario Sanitäter und Sven Taxifahrer.Tel. ----/------- oder ----/-------Da ich in Nachtschicht arbeite, bitte erst ab 16 Uhr. Auf der Handy Rufnummer bin ich die ganze Nacht normal erreichbar. Nur, wenn ich gerade Fahrgäste habe, oder beschäftigt bin, einfach später noch einmal probieren. Vielen Dank.Ansonsten per mail."
3000169,20.7143,39,251,55116,Mainz Mainz,Zanggasse,14,"Hallo zusammen!Anfang Dezember wird in unserer WG ein Zimmer frei da mein Bewohner mit seiner Freundin zusammenzieht! Da ich sein Zimmer im UG (jap, in unserer WG gibts mehrere Ebenen! ) ) übernehmen werde wird mein kleines aber gemütliches Zimmer frei!Ich habe dann drei Jahre dort gewohnt und es mir so nützlich und gemütlich wie es nur geht eingerichtet und mich immer wohl gefühlt warum genau? Das kann ich ja mal hier aufzählen:- super-nette Mitbewohner (keine Zweck-WG!)- kein Stadtlärm da im Hinterhof!- 3 Minuten bis zum HBF (unter Zeitdruck auch gerne nur eine...)- 5 Minuten bis in die Innenstadt (Römerpassage)- Aldi, Rewe direkt am Bhf- gemütliche Wohnküche (Eck-Sofa, Spülmaschine, Cerankochfeld, großer Esstisch, großer TV)- Bad mit großem Spiegel (evtl. für die Mädels wichtig :) ) + Waschmaschine und BadewanneIch habe wie auf den Bildern zu sehen einen Schreibtisch über die gesamte Länge gezogen, so wie es mir platztechnisch am sinnvollsten schien. Der ist zusammen mit dem Einbauschrank im Eingangsbereich für 200€ auf VHB zu haben genau wie die schicke Untertischbeleuchtung und diverse kleine Regale! Auf den Bildern kriegt ihr einen ganz guten Eindruck von allem, ansonsten einfach fragen!Kaution beträgt entweder 630€ oder eine Bürgschaft der Eltern (hab ich auch, ist unkomplizierter).Außerdem ist es so, dass nicht nur wir zu viert hier wohnen, sondern seit drei Jahren auchmit Katzengeschwistern. Mir persönlich ist es ein wirklich wichtiges und großes Anliegen, dass der/die neue Mitbewohnerin katzenlieb ist und sich aktiv am Katzen-Sitting beteiligt die beiden werden es dankend annehmen und ich sowieso!Eine Sache die ich noch erwähnen muss, da sie ziemlich wichtig ist:Wir wohnen sozusagen Wand-an-Wand mit der Dorett-Bar (in der ich auch arbeite merken!), leider ist dämmtechnisch da bisher nicht viel passiert, an einem Freitag oder Samstag-Abend hört man bei absoluter Stille etwas Musik und Geräusche von nebenan. Mich hat es nie gestört, konnte immer gut einschlafen, aber es gibt Leute für die das nicht so einfach ist deshalb ist es nur fair es zu erwähnen! Ich werde noch einmal auf den Vermieter und die Besitzer der Bar zugehen, in der Hoffnung, dass zum Umzugszeitpunkt besser isoliert wird.Die gesamte WG hat eine Größe von ca. 145qm, hier tritt sich also niemand auf die Füße, es sei denn es ist WG-Party in der Wohnküche mit allem drum und dran!Das sollte erst mal an Infos reichen, unten stehen die Kontakt-Daten von Benedikt der sich um die Casting-Verteilung am Montag-Abend, 7.11 und Freitag, 11.11, tagsüber, kümmert!Solltet ihr da keine Zeit haben, kriegen wir das bestimmt irgendwie hin!Wir freuen uns auf euch!Dennis+ Benedikt und LydiaPS: War gegen ein trapiertes Ikea-Zimmer so siehts halt aus! )"
3000187,3.3333,0,100,15566,Berlin Schoeneiche,Ahornstrasse,30,"Biete schoenes moebliertes Zimmer in Schoeneiche bei Berlin (ca. 10 Minuten von S-Bhf Friedrichshagen). Das Zimmer befindet sich in der 2. Etage in einem Einfamilienhaus. Es ist renoviert, Regale, ein Bett, ein Sofa und ein Tisch sind vorhanden. Ebenso ist ein Sommergarten nutzbar. Das grosse Kleiderzimmer, die Kaffeekueche (vorerst keine Kochmoeglichkeiten), Dusche undWC werden geteilt. Mietvertrag fuer 6 Monate begrenzt! Verlaengerung ist aber moeglich! Die Miete betraegt zur Zeit nur 100 Euro (Wasser, Strom und Heizung inklusive). Bedingung ist allerdings eine geringe Mitarbeit am Haus (z.B. Gassi gehen mit dem Hund, Laub /Schnee fegen, einkaufen gehen). Fuehrerschein waere super (Auto vorhanden)!"
1008528,10.6154,24,114,4107,Leipzig Südvorstadt,Paul-Gruner-Str.,13,"Suchst du ein kleines feingestricktes Zimmer (13 qm) in einer tollen SechsRaumwohnung über zwei Etagen? Dann herzlich willkommen in unserem Zauberladen. Neben den fünf wundervollen Mitbewohnern unterschiedlichen Geschlechts, Geburtsorten, Vorlieben, Haarfarben, etc. erhältst du im Komplettpaket: Studentische Institutionen, Konsumtempel, bald rauchfreie Räume des kommunikativen Geben und Nehmens, vollMenschgestopfteLadenlokale, Filmausleihstationen...und das nicht weiter als sechs Komma fünf Minuten auf Zehenspitzen entfernt. Dazu: unbegrenzt internetten, ein paar nützliche Haushaltsmaschinen, eine brausende Wasserkabine UND eine schon an Luxus grenzende Eckbadewanne, kein Wer-macht-wann-was-sauber-Plan, kein Rauchverbot.Mit Sympathie und 138 Euro im Monat fängt das Wohnen an."
3000178,21.5625,65,280,96052,Bamberg Ost,Zollnerstraße,16,"Hey,ich suche ab Februar/ März 2012 einen Mitbewohner/in für meine schöne 3-Zimmer Wohnung in Bamberg in der Zollnerstraße. Die Wohnung ist 82qm groß, hat zwei Schlafzimmer und ein gemeinsames Wohn-/Esszimmer mit Balkon und verfügt über eine vollausgestattete Einbauküche mit Geschirrspüler sowie ein Gäste-WC und ein Duschbad. Des Weiteren gehört zu der Wohnung ein Kellerraum sowie ein PKW-Stellplatz. Telefon- und Internetanschluss (WLAN) sowie eine Waschmaschine sind vorhanden. Sämtliche Räume (Bad, Küche und Wohnzimmer) sind möbliert, du müsstest lediglich einBett, Schreibtisch und Schrank für dein Zimmer mitbringen. Die monatliche Warmmiete beträgt 345 Euro.Durch die verkehrsgünstige Lage in der Zollnerstraße sind die Feki (ca. 5 Min), die Innenstadt (ca. 10-15 Min.) sowie sämtliche Autobahnen (ca. 5 Min) schnell erreichbar. Die Bushaltestelle befindet sich direkt vor dem Haus.Ich bin männlich, 23 Jahre alt und mache derzeit meinen Master in BWL.Eine spätere Übernahme der Wohnung und/ oder Möbel ist möglich.Ich freue mich auf deine Antwort.Viele GrüßePhilipp"
